ID,subsystem
R_PIter,"Transport, endoplasmic reticular"
R_PItg,"Transport, golgi apparatus"
R_PItn,"Transport, nuclear"
R_PItx,"Transport, peroxisomal"
R_PPItr,"Transport, endoplasmic reticular"
R_PPItx,"Transport, peroxisomal"
R_PRODt2r,"Transport, extracellular"
R_PRODt2rL,"Transport, lysosomal"
R_PROSTGD2t,"Transport, extracellular"
R_PROSTGE2t,"Transport, extracellular"
R_PROSTGE2t2,"Transport, extracellular"
R_PROSTGE2t3,"Transport, extracellular"
R_PROSTGF2t,"Transport, extracellular"
R_PROt2r,"Transport, extracellular"
R_PROt2rL,"Transport, lysosomal"
R_PROt4,"Transport, extracellular"
R_PROt4_2_r,"Transport, extracellular"
R_PYDAMtr,"Transport, extracellular"
R_PYDXNtr,"Transport, extracellular"
R_PYDXtr,"Transport, extracellular"
R_PYRt2m,"Transport, mitochondrial"
R_PYRt2r,"Transport, extracellular"
R_RETt,"Transport, extracellular"
R_RETI1,Vitamin A metabolism
R_RIBt,"Transport, extracellular"
R_RIBt2,"Transport, extracellular"
R_SARCStex,"Transport, extracellular"
R_SARCStm,"Transport, mitochondrial"
R_SELt4_3,"Transport, extracellular"
R_SERALANaEx,"Transport, extracellular"
R_SERASNNaEx,"Transport, extracellular"
R_SERCYSNaEx,"Transport, extracellular"
R_SERGLNNaEx,"Transport, extracellular"
R_SERGLNexR,"Transport, extracellular"
R_SERGLYexR,"Transport, extracellular"
R_SERLYSNaex,"Transport, extracellular"
R_SERTHRNaEx,"Transport, extracellular"
R_SERt4,"Transport, extracellular"
R_SERtN1,"Transport, extracellular"
R_SERtp,"Transport, peroxisomal"
R_SO4CLtex2,"Transport, extracellular"
R_SO4HCOtex,"Transport, extracellular"
R_SO4t4_2,"Transport, extracellular"
R_SO4t4_3,"Transport, extracellular"
R_SPHS1Pte,"Transport, extracellular"
R_SRTNtu,"Transport, extracellular"
R_SUCCt2m,"Transport, mitochondrial"
R_SUCCt4_2,"Transport, extracellular"
R_SUCCt4_3,"Transport, extracellular"
R_SUCCtp,"Transport, peroxisomal"
R_TAURt4_2_r,"Transport, extracellular"
R_THFtl,"Transport, lysosomal"
R_THFtm,"Transport, mitochondrial"
R_THMDt4,"Transport, extracellular"
R_THMDt5le,"Transport, extracellular"
R_THRALANaEx,"Transport, extracellular"
R_THRASNNaEx,"Transport, extracellular"
R_THRCYSNaEx,"Transport, extracellular"
R_THRGLNNaEx,"Transport, extracellular"
R_THRGLNexR,"Transport, extracellular"
R_THRGLYexR,"Transport, extracellular"
R_THRSERNaEx,"Transport, extracellular"
R_THRt4,"Transport, extracellular"
R_THYMDt1,"Transport, extracellular"
R_THYMDtl,"Transport, lysosomal"
R_THYMDtm,"Transport, mitochondrial"
R_THYMt,"Transport, extracellular"
R_TRIODTHYt,"Transport, extracellular"
R_TRIODTHYt2,"Transport, extracellular"
R_TRPt,"Transport, extracellular"
R_TRPt4,"Transport, extracellular"
R_TSTSTERONEGLCte,"Transport, extracellular"
R_TSULt4_3,"Transport, extracellular"
R_TYRt,"Transport, extracellular"
R_TYRt4,"Transport, extracellular"
R_UDPGLCter,"Transport, endoplasmic reticular"
R_UDPGLCtg,"Transport, golgi apparatus"
R_UDPXYLtg,"Transport, golgi apparatus"
R_UDPtl,"Transport, lysosomal"
R_UGALNACter,"Transport, endoplasmic reticular"
R_UGALNACtg,"Transport, golgi apparatus"
R_UGLCNACtg,"Transport, golgi apparatus"
R_URAt,"Transport, extracellular"
R_UREAt,"Transport, extracellular"
R_UREAt5,"Transport, extracellular"
R_URIt,"Transport, extracellular"
R_URIt4,"Transport, extracellular"
R_URIt5le,"Transport, extracellular"
R_Uritl,"Transport, lysosomal"
R_Uritm,"Transport, mitochondrial"
R_VALt4,"Transport, extracellular"
R_VALt5m,"Transport, mitochondrial"
R_VALtec,"Transport, extracellular"
R_VITD3t,"Transport, extracellular"
R_VITD3t2,"Transport, extracellular"
R_XANtx,"Transport, peroxisomal"
R_XYLTt,"Transport, extracellular"
R_XYLt,"Transport, extracellular"
R_H2Otg,"Transport, golgi apparatus"
R_H2Otr,"Transport, endoplasmic reticular"
R_EX_h2o_e,Exchange/demand reaction
R_H2Otl,"Transport, lysosomal"
R_H2Oti,"Transport, mitochondrial"
R_H2Otn,"Transport, nuclear"
R_H2Otp,"Transport, peroxisomal"
R_O2tr,"Transport, endoplasmic reticular"
R_EX_o2_e,Exchange/demand reaction
R_O2tim,"Transport, mitochondrial"
R_O2tn,"Transport, nuclear"
R_O2tp,"Transport, peroxisomal"
R_CO2tg,"Transport, golgi apparatus"
R_CO2t,"Transport, extracellular"
R_CO2tr,"Transport, endoplasmic reticular"
R_EX_co2_e,Exchange/demand reaction
R_CO2tm,"Transport, mitochondrial"
R_CO2ti,"Transport, mitochondrial"
R_CO2tp,"Transport, peroxisomal"
R_EX_lys_e,Exchange/demand reaction
R_EX_arg_e,Exchange/demand reaction
R_EX_thmpp_c,Exchange/demand reaction
R_EX_thmpp_m,Exchange/demand reaction
R_EX_cu2_c,Exchange/demand reaction
R_EX_ascb__L_e,Exchange/demand reaction
R_EX_met__L_e,Exchange/demand reaction
R_EX_ca2_e,Exchange/demand reaction
R_EX_trp_e,Exchange/demand reaction
R_EX_phe_e,Exchange/demand reaction
R_EX_sucr_e,Exchange/demand reaction
R_EX_chol_e,Exchange/demand reaction
R_EX_btn_e,Exchange/demand reaction
R_EX_leu_e,Exchange/demand reaction
R_EX_gal_e,Exchange/demand reaction
R_EX_his__L_e,Exchange/demand reaction
R_EX_val_e,Exchange/demand reaction
R_EX_thr_e,Exchange/demand reaction
R_EX_malt_e,Exchange/demand reaction
R_EX_glc_bD_c,Exchange/demand reaction
R_EX_glc_bD_e,Exchange/demand reaction
R_EX_k_e,Exchange/demand reaction
R_EX_nac_e,Exchange/demand reaction
R_EX_ribflv_e,Exchange/demand reaction
R_EX_glc__D_e,Exchange/demand reaction
R_EX_pydxn_e,Exchange/demand reaction
R_EX_ile_e,Exchange/demand reaction
R_EX_retinol_e,Exchange/demand reaction
R_EX_cl_e,Exchange/demand reaction
R_EX_pnto_c,Exchange/demand reaction
R_EX_na1_e,Exchange/demand reaction
R_EX_iodine_e,Exchange/demand reaction
R_EX_lnlc_mem,Exchange/demand reaction
R_EX_fru_e,Exchange/demand reaction
R_EX_vitd3_e,Exchange/demand reaction
R_EX_lnlnca_mem,Exchange/demand reaction
R_EX_fe2_e,Exchange/demand reaction
R_EX_gam_e,Exchange/demand reaction
R_EX_seln_c,Exchange/demand reaction
R_EX_fol_c,Exchange/demand reaction
R_SK_CELL,Exchange/demand reaction
R_EX_pi_e,Exchange/demand reaction
R_EX_chtn_e,Exchange/demand reaction
R_EX_glygn4_e,Exchange/demand reaction
R_EX_glygn5_e,Exchange/demand reaction
R_AMY2e,Starch and sucrose metabolism
R_r1403,Exchange/demand reaction
R_EX_Tyr_ggn_e,Exchange/demand reaction
R_r1391,Miscellaneous
R_r1392,Miscellaneous
R_r1402,Exchange/demand reaction
R_GLDBRAN,Starch and sucrose metabolism
R_GLGNS1,Starch and sucrose metabolism
R_GLPASE2,Starch and sucrose metabolism
R_EX_glygn2_e,Exchange/demand reaction
R_GGNG,Starch and sucrose metabolism
R_GAMYe,Starch and sucrose metabolism
R_GLBRAN,Starch and sucrose metabolism
R_GLPASE1,Starch and sucrose metabolism
R_HISTASE,Histidine metabolism
R_ALAR,Alanine and aspartate metabolism
R_DOPABMO,Tyrosine metabolism
R_GLYAMDTRc,Urea cycle
R_IPDDI,Squalene and cholesterol synthesis
R_THRD_L,"Glycine, serine, alanine and threonine metabolism"
R_r1154,Propanoate metabolism
R_HYPTROX,Taurine and hypotaurine metabolism
R_LDH_D,Pyruvate metabolism
R_CMPSAS,Aminosugar metabolism
R_MGSA,Pyruvate metabolism
R_MGSA2,Pyruvate metabolism
R_FE3MTP1,"Transport, extracellular"
R_DKMPPD3,Arginine and Proline Metabolism
R_EX_dhdascb_e,Exchange/demand reaction
R_OBDHc,"Glycine, serine, alanine and threonine metabolism"
R_GTHDH,Vitamin C metabolism
R_GluForTx,Histidine metabolism
R_FTCD,Folate metabolism
R_CATm,ROS detoxification
R_ADK3,Nucleotide interconversion
R_LCADi,Pyruvate metabolism
R_C30CPT1,Fatty acid oxidation
R_CSNAT2m,Fatty acid oxidation
R_3MOPt2im,"Transport, mitochondrial"
R_ALCD21_L,Pyruvate metabolism
R_AOBUTDsm,"Glycine, serine, alanine and threonine metabolism"
R_AACTtm,"Transport, mitochondrial"
R_PCRNtm,Fatty acid oxidation
R_O16G1e,Starch and sucrose metabolism
R_P5CRxm,Arginine and Proline Metabolism
R_PROtm,"Transport, mitochondrial"
R_CHSTEROLtrc,"Transport, endoplasmic reticular"
R_MALT,Starch and sucrose metabolism
R_C4STMO2Pr,Cholesterol metabolism
R_C3STKR2r,Cholesterol metabolism
R_PGPPT,Glycerophospholipid metabolism
R_PGPP,Glycerophospholipid metabolism
R_LCAT1e,Fatty acid oxidation
R_CHOLESTle,"Transport, extracellular"
R_RTOTALFATPc,"Transport, extracellular"
R_DSAT,Sphingolipid metabolism
R_EX_inost_e,Exchange/demand reaction
R_EX_co_e,Exchange/demand reaction
R_EX_urea_e,Exchange/demand reaction
R_COt,"Transport, extracellular"
R_3SPYRSP,Methionine and cysteine metabolism
R_3SPYRSPm,Methionine and cysteine metabolism
R_SULFOX,Methionine and cysteine metabolism
R_NMNtm,"Transport, mitochondrial"
R_PPItm,"Transport, mitochondrial"
R_FADH2ETC,Oxidative phosphorylation
R_PPA,Oxidative phosphorylation
R_PPAm,Oxidative phosphorylation
R_CYOOm2,Oxidative phosphorylation
R_NADH2_u10m,Oxidative phosphorylation
R_CYOR_u10m,Oxidative phosphorylation
R_CYOOm3,Oxidative phosphorylation
R_ATPS4m,Oxidative phosphorylation
R_SPODMm,ROS detoxification
R_r0205,Oxidative phosphorylation
R_GLYC3PFADm,Oxidative phosphorylation
R_ACCOAC,Fatty acid oxidation
R_GPDDA1,Glycerophospholipid metabolism
R_KAS8,Fatty acid synthesis
R_G5SADrm,Arginine and Proline Metabolism
R_TAGt,"Transport, extracellular"
R_DAGt,"Transport, extracellular"
R_DAGte,"Transport, endoplasmic reticular"
R_DOLPMT4_Ler,N-glycan synthesis
R_FACOAL200,Fatty acid oxidation
R_PCHOLHSTDe,"Transport, extracellular"
R_PCHOL_HSter,"Transport, endoplasmic reticular"
R_PCHOL_HStg,"Transport, golgi apparatus"
R_PA_HSter,"Transport, endoplasmic reticular"
R_PA_HStg,"Transport, golgi apparatus"
R_PE_HStg,"Transport, golgi apparatus"
R_PE_HSter,"Transport, endoplasmic reticular"
R_PE_HStm,"Transport, mitochondrial"
R_PEt,"Transport, extracellular"
R_3HPH5MBDCm,Ubiquinone synthesis
R_3OPHB5Hm,Ubiquinone synthesis
R_IPDPtpm,"Transport, peroxisomal"
R_DGULND,Pentose phosphate pathway
R_GULND,Pentose phosphate pathway
R_SMOX,Arginine and Proline Metabolism
R_BAMPPALDOX,beta-Alanine metabolism
R_MAOX,Tyrosine metabolism
R_FALDH,Tyrosine metabolism
R_SFGTH,Tyrosine metabolism
R_OIVD3m,"Valine, leucine, and isoleucine metabolism"
R_3MOBt2im,"Transport, mitochondrial"
R_NADN,NAD metabolism
R_NADtm,"Transport, mitochondrial"
R_Htim,"Transport, mitochondrial"
R_ESTRADIOLt,"Transport, extracellular"
R_FACOAL184,Fatty acid oxidation
R_FACOAL1832,Fatty acid oxidation
R_FAOXC183803m,Fatty acid oxidation
R_ARTFR202,Fatty acid synthesis
R_ATP_consumption,Exchange/demand reaction
R_DAG_HSter,"Transport, endoplasmic reticular"
R_FACOAL1821,Fatty acid oxidation
R_CYTDK2m,Nucleotide interconversion
R_AGPAT1_16_0_18_2,Triacylglycerol synthesis
R_FAtp,"Transport, peroxisomal"
R_FAt,"Transport, extracellular"
R_SK_lac__L_e,Exchange/demand reaction
R_FADtm,"Transport, mitochondrial"
R_FE3R2e,Heme synthesis
R_HMGCOAtm,"Transport, mitochondrial"
